.,^48\d*,out,POL-F,Polsko - F,3.32,1,3.32,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^351\d*,out,PRT-F,Portugalsko - F,3.32,1,3.32,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^43\d*,out,AUT-F,Rakousko - F,3.32,1,3.32,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^40\d*,out,ROU-F,Rumunsko - F,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^30\d*,out,GRC-F,Řecko - F,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^421\d*,out,SVK-F,Slovensko - F,3.32,1,3.32,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^386\d*,out,SVN-F,Slovinsko - F,3.32,1,3.32,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^34\d*,out,ESP-F,Španělsko - F,3.32,1,3.32,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^46\d*,out,SWE-F,Švédsko - F,3.32,1,3.32,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3245\d*,out,BEL-M,Belgie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3247\d*,out,BEL-M,Belgie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3248\d*,out,BEL-M,Belgie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3249\d*,out,BEL-M,Belgie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35948\d*,out,BGR-M,Bulharsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35987\d*,out,BGR-M,Bulharsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35988\d*,out,BGR-M,Bulharsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35989\d*,out,BGR-M,Bulharsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^452\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^453\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4530\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4531\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^454\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4540\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4541\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^455\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4550\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4551\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^456\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4560\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^4561\d*,out,DNK-M,Dánsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3725\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37250\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37251\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37252\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37253\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37259\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37270\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37288\d*,out,EST-M,Estonsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3584\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35840\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35842\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^358432\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^358450\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3584559\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35846\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3585\d*,out,FIN-M,Finsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33603\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33604\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^336060\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^336061\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^336062\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^336063\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^336064\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33607\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33608\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33609\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3361\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3362\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33630\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33631\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33632\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33633\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33638\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33640\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33641\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33648\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33649\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33651\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33653\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33654\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33655\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33656\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33657\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33660\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33661\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33662\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33663\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33664\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33665\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33666\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33667\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33668\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33669\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3367\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3368\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33698\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^33699\d*,out,FRA-M,Francie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3859\d*,out,HRV-M,Chorvatsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^38591\d*,out,HRV-M,Chorvatsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^38598\d*,out,HRV-M,Chorvatsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^353818\d*,out,IRL-M,Irsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35382\d*,out,IRL-M,Irsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35383\d*,out,IRL-M,Irsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35385\d*,out,IRL-M,Irsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35386\d*,out,IRL-M,Irsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35387\d*,out,IRL-M,Irsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^391\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^393\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39320\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39322\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39323\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39327\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39328\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39329\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39330\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39331\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39333\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39334\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39335\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39336\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39337\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39338\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39339\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39340\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39341\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39343\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39346\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39347\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39348\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39349\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39360\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39361\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39362\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39363\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39366\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39368\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39380\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39383\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39387\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39388\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39389\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39390\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39391\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39392\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39393\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^39397\d*,out,ITA-M,Itálie - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357700\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3577777\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^35796\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357990\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357991\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3579920\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357993\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357994\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357995\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357996\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3579974\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3579975\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3579976\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3579977\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3579978\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3579979\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357998\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^357999\d*,out,CYP-M,Kypr - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3706\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370630\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370631\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370632\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370633\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370634\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37065\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370681\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370685\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370689\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^370699\d*,out,LTU-M,Litva - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^371580\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^371581\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^371582\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^371583\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^371584\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37159\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^3716\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37161\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37162\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37163\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
.,^37164\d*,out,LVA-M,Lotyšsko - M,4.98,1,4.98,1,0,1,0,1,0,regex_longest_pattern,,0,,0,0,0
